raw_file,l_edge,r_edge,l_edge_z,r_edge_z
03111.jpg,185,480,1.6104852716041471,-1.5789604264133092
03112.jpg,190,483,1.8989962247774623,-1.4269515980058538
03113.jpg,190,482,1.8989962247774623,-1.4776212074750057
03114.jpg,194,481,2.1298049873161142,-1.5282908169441576
03115.jpg,193,453,2.072102796681451,-2.9470398820804085
03116.jpg,193,482,2.072102796681451,-1.4776212074750057
03117.jpg,194,483,2.1298049873161142,-1.4269515980058538
03118.jpg,193,482,2.072102796681451,-1.4776212074750057
03119.jpg,195,482,2.1875071779507773,-1.4776212074750057
03120.jpg,194,481,2.1298049873161142,-1.5282908169441576
03121.jpg,194,480,2.1298049873161142,-1.5789604264133092
03122.jpg,194,483,2.1298049873161142,-1.4269515980058538
03123.jpg,193,483,2.072102796681451,-1.4269515980058538
03124.jpg,195,484,2.1875071779507773,-1.3762819885367021
03125.jpg,196,485,2.2452093685854404,-1.3256123790675503
03126.jpg,196,485,2.2452093685854404,-1.3256123790675503
03127.jpg,197,485,2.3029115592201035,-1.3256123790675503
03128.jpg,197,486,2.3029115592201035,-1.2749427695983984
03129.jpg,196,486,2.2452093685854404,-1.2749427695983984
03130.jpg,198,485,2.3606137498547666,-1.3256123790675503
03131.jpg,198,485,2.3606137498547666,-1.3256123790675503
03132.jpg,198,486,2.3606137498547666,-1.2749427695983984
03133.jpg,196,486,2.2452093685854404,-1.2749427695983984
03134.jpg,198,486,2.3606137498547666,-1.2749427695983984
03135.jpg,199,485,2.4183159404894297,-1.3256123790675503
03136.jpg,198,486,2.3606137498547666,-1.2749427695983984
03137.jpg,198,486,2.3606137498547666,-1.2749427695983984
03138.jpg,199,488,2.4183159404894297,-1.1736035506600948
03139.jpg,199,487,2.4183159404894297,-1.2242731601292467
03140.jpg,199,486,2.4183159404894297,-1.2749427695983984
03141.jpg,200,485,2.4760181311240923,-1.3256123790675503
03142.jpg,199,485,2.4183159404894297,-1.3256123790675503
03143.jpg,199,485,2.4183159404894297,-1.3256123790675503
03144.jpg,198,485,2.3606137498547666,-1.3256123790675503
03145.jpg,199,482,2.4183159404894297,-1.4776212074750057
03146.jpg,199,483,2.4183159404894297,-1.4269515980058538
03147.jpg,199,483,2.4183159404894297,-1.4269515980058538
03148.jpg,199,485,2.4183159404894297,-1.3256123790675503
03149.jpg,198,489,2.3606137498547666,-1.122933941190943
03150.jpg,195,490,2.1875071779507773,-1.0722643317217913
03151.jpg,197,491,2.3029115592201035,-1.0215947222526394
03152.jpg,195,491,2.1875071779507773,-1.0215947222526394
03153.jpg,195,491,2.1875071779507773,-1.0215947222526394
03154.jpg,194,491,2.1298049873161142,-1.0215947222526394
03155.jpg,194,492,2.1298049873161142,-0.9709251127834876
03156.jpg,194,491,2.1298049873161142,-1.0215947222526394
03157.jpg,194,492,2.1298049873161142,-0.9709251127834876
03158.jpg,193,493,2.072102796681451,-0.9202555033143357
03159.jpg,193,492,2.072102796681451,-0.9709251127834876
03160.jpg,194,490,2.1298049873161142,-1.0722643317217913
03161.jpg,193,490,2.072102796681451,-1.0722643317217913
03162.jpg,192,469,2.0144006060467885,-2.136326130573979
03163.jpg,193,468,2.072102796681451,-2.1869957400431312
03164.jpg,193,492,2.072102796681451,-0.9709251127834876
03165.jpg,193,493,2.072102796681451,-0.9202555033143357
03166.jpg,193,460,2.072102796681451,-2.5923526157963455
03167.jpg,192,491,2.0144006060467885,-1.0215947222526394
03168.jpg,194,491,2.1298049873161142,-1.0215947222526394
03169.jpg,195,490,2.1875071779507773,-1.0722643317217913
03170.jpg,194,491,2.1298049873161142,-1.0215947222526394
03171.jpg,194,490,2.1298049873161142,-1.0722643317217913
03172.jpg,194,491,2.1298049873161142,-1.0215947222526394
03173.jpg,194,490,2.1298049873161142,-1.0722643317217913
03174.jpg,195,490,2.1875071779507773,-1.0722643317217913
03175.jpg,195,491,2.1875071779507773,-1.0215947222526394
03176.jpg,195,490,2.1875071779507773,-1.0722643317217913
03177.jpg,195,491,2.1875071779507773,-1.0215947222526394
03178.jpg,195,490,2.1875071779507773,-1.0722643317217913
03179.jpg,196,491,2.2452093685854404,-1.0215947222526394
03180.jpg,196,490,2.2452093685854404,-1.0722643317217913
03181.jpg,196,490,2.2452093685854404,-1.0722643317217913
03182.jpg,196,490,2.2452093685854404,-1.0722643317217913
03183.jpg,196,490,2.2452093685854404,-1.0722643317217913
03184.jpg,196,469,2.2452093685854404,-2.136326130573979
03185.jpg,195,490,2.1875071779507773,-1.0722643317217913
03186.jpg,194,491,2.1298049873161142,-1.0215947222526394
03187.jpg,193,490,2.072102796681451,-1.0722643317217913
03188.jpg,193,491,2.072102796681451,-1.0215947222526394
03189.jpg,193,489,2.072102796681451,-1.122933941190943
03190.jpg,193,490,2.072102796681451,-1.0722643317217913
03191.jpg,192,490,2.0144006060467885,-1.0722643317217913
03192.jpg,192,490,2.0144006060467885,-1.0722643317217913
03193.jpg,192,489,2.0144006060467885,-1.122933941190943
03194.jpg,193,490,2.072102796681451,-1.0722643317217913
03195.jpg,193,492,2.072102796681451,-0.9709251127834876
03196.jpg,195,493,2.1875071779507773,-0.9202555033143357
03197.jpg,195,493,2.1875071779507773,-0.9202555033143357
03198.jpg,196,493,2.2452093685854404,-0.9202555033143357
03199.jpg,195,492,2.1875071779507773,-0.9709251127834876
03200.jpg,192,491,2.0144006060467885,-1.0215947222526394
03201.jpg,193,491,2.072102796681451,-1.0215947222526394
03202.jpg,192,491,2.0144006060467885,-1.0215947222526394
03203.jpg,192,492,2.0144006060467885,-0.9709251127834876
03204.jpg,193,493,2.072102796681451,-0.9202555033143357
03205.jpg,192,492,2.0144006060467885,-0.9709251127834876
03206.jpg,191,492,1.9566984154121252,-0.9709251127834876
03207.jpg,191,492,1.9566984154121252,-0.9709251127834876
03208.jpg,191,492,1.9566984154121252,-0.9709251127834876
03209.jpg,191,491,1.9566984154121252,-1.0215947222526394
03210.jpg,191,491,1.9566984154121252,-1.0215947222526394
03211.jpg,191,491,1.9566984154121252,-1.0215947222526394
03212.jpg,191,491,1.9566984154121252,-1.0215947222526394
03213.jpg,190,490,1.8989962247774623,-1.0722643317217913
03214.jpg,190,490,1.8989962247774623,-1.0722643317217913
03215.jpg,190,484,1.8989962247774623,-1.3762819885367021
03216.jpg,190,485,1.8989962247774623,-1.3256123790675503
03217.jpg,189,485,1.8412940341427992,-1.3256123790675503
03218.jpg,189,486,1.8412940341427992,-1.2749427695983984
03219.jpg,190,485,1.8989962247774623,-1.3256123790675503
03220.jpg,191,484,1.9566984154121252,-1.3762819885367021
03221.jpg,191,484,1.9566984154121252,-1.3762819885367021
03222.jpg,191,484,1.9566984154121252,-1.3762819885367021
03223.jpg,190,482,1.8989962247774623,-1.4776212074750057
03224.jpg,191,482,1.9566984154121252,-1.4776212074750057
03225.jpg,190,482,1.8989962247774623,-1.4776212074750057
03226.jpg,190,482,1.8989962247774623,-1.4776212074750057
03227.jpg,191,482,1.9566984154121252,-1.4776212074750057
03228.jpg,190,483,1.8989962247774623,-1.4269515980058538
03229.jpg,190,482,1.8989962247774623,-1.4776212074750057
03230.jpg,191,485,1.9566984154121252,-1.3256123790675503
03231.jpg,189,485,1.8412940341427992,-1.3256123790675503
03232.jpg,190,486,1.8989962247774623,-1.2749427695983984
03233.jpg,190,489,1.8989962247774623,-1.122933941190943
03234.jpg,190,485,1.8989962247774623,-1.3256123790675503
03235.jpg,189,491,1.8412940341427992,-1.0215947222526394
03236.jpg,189,491,1.8412940341427992,-1.0215947222526394
03237.jpg,187,493,1.725889652873473,-0.9202555033143357
03238.jpg,186,492,1.6681874622388102,-0.9709251127834876
03239.jpg,186,493,1.6681874622388102,-0.9202555033143357
03240.jpg,187,494,1.725889652873473,-0.8695858938451839
03241.jpg,186,494,1.6681874622388102,-0.8695858938451839
03242.jpg,185,493,1.6104852716041471,-0.9202555033143357
03243.jpg,185,493,1.6104852716041471,-0.9202555033143357
03244.jpg,185,492,1.6104852716041471,-0.9709251127834876
03245.jpg,184,493,1.552783080969484,-0.9202555033143357
03246.jpg,184,492,1.552783080969484,-0.9709251127834876
03247.jpg,185,491,1.6104852716041471,-1.0215947222526394
03248.jpg,184,493,1.552783080969484,-0.9202555033143357
03249.jpg,185,492,1.6104852716041471,-0.9709251127834876
03250.jpg,185,492,1.6104852716041471,-0.9709251127834876
03251.jpg,184,492,1.552783080969484,-0.9709251127834876
03252.jpg,184,492,1.552783080969484,-0.9709251127834876
03253.jpg,186,493,1.6681874622388102,-0.9202555033143357
03254.jpg,184,494,1.552783080969484,-0.8695858938451839
03255.jpg,186,494,1.6681874622388102,-0.8695858938451839
03256.jpg,186,494,1.6681874622388102,-0.8695858938451839
03257.jpg,186,494,1.6681874622388102,-0.8695858938451839
03258.jpg,184,494,1.552783080969484,-0.8695858938451839
03259.jpg,186,493,1.6681874622388102,-0.9202555033143357
03260.jpg,186,494,1.6681874622388102,-0.8695858938451839
03261.jpg,186,495,1.6681874622388102,-0.8189162843760321
03262.jpg,186,495,1.6681874622388102,-0.8189162843760321
03263.jpg,185,494,1.6104852716041471,-0.8695858938451839
03264.jpg,186,494,1.6681874622388102,-0.8695858938451839
03265.jpg,186,495,1.6681874622388102,-0.8189162843760321
03266.jpg,188,496,1.7835918435081362,-0.7682466749068803
03267.jpg,189,494,1.8412940341427992,-0.8695858938451839
03268.jpg,188,496,1.7835918435081362,-0.7682466749068803
03269.jpg,189,496,1.8412940341427992,-0.7682466749068803
03270.jpg,189,495,1.8412940341427992,-0.8189162843760321
03271.jpg,189,495,1.8412940341427992,-0.8189162843760321
03272.jpg,190,495,1.8989962247774623,-0.8189162843760321
03273.jpg,190,494,1.8989962247774623,-0.8695858938451839
03274.jpg,191,494,1.9566984154121252,-0.8695858938451839
03275.jpg,191,493,1.9566984154121252,-0.9202555033143357
03276.jpg,192,493,2.0144006060467885,-0.9202555033143357
03277.jpg,192,495,2.0144006060467885,-0.8189162843760321
03278.jpg,191,495,1.9566984154121252,-0.8189162843760321
03279.jpg,192,496,2.0144006060467885,-0.7682466749068803
03280.jpg,192,495,2.0144006060467885,-0.8189162843760321
03281.jpg,190,494,1.8989962247774623,-0.8695858938451839
03282.jpg,191,495,1.9566984154121252,-0.8189162843760321
03283.jpg,189,495,1.8412940341427992,-0.8189162843760321
03284.jpg,189,494,1.8412940341427992,-0.8695858938451839
03285.jpg,191,496,1.9566984154121252,-0.7682466749068803
03286.jpg,190,494,1.8989962247774623,-0.8695858938451839
03287.jpg,189,494,1.8412940341427992,-0.8695858938451839
03288.jpg,190,494,1.8989962247774623,-0.8695858938451839
03289.jpg,191,494,1.9566984154121252,-0.8695858938451839
03290.jpg,190,494,1.8989962247774623,-0.8695858938451839
03291.jpg,190,493,1.8989962247774623,-0.9202555033143357
03292.jpg,190,494,1.8989962247774623,-0.8695858938451839
03293.jpg,190,470,1.8989962247774623,-2.0856565211048275
03294.jpg,190,459,1.8989962247774623,-2.6430222252654976
03295.jpg,191,492,1.9566984154121252,-0.9709251127834876
03296.jpg,190,492,1.8989962247774623,-0.9709251127834876
03297.jpg,192,493,2.0144006060467885,-0.9202555033143357
03298.jpg,191,477,1.9566984154121252,-1.7309692548207647
03299.jpg,192,493,2.0144006060467885,-0.9202555033143357
03300.jpg,191,490,1.9566984154121252,-1.0722643317217913
03301.jpg,192,459,2.0144006060467885,-2.6430222252654976
03302.jpg,193,491,2.072102796681451,-1.0215947222526394
03303.jpg,192,469,2.0144006060467885,-2.136326130573979
03304.jpg,193,490,2.072102796681451,-1.0722643317217913
03305.jpg,194,490,2.1298049873161142,-1.0722643317217913
03306.jpg,194,490,2.1298049873161142,-1.0722643317217913
03307.jpg,194,492,2.1298049873161142,-0.9709251127834876
03308.jpg,194,490,2.1298049873161142,-1.0722643317217913
03309.jpg,193,490,2.072102796681451,-1.0722643317217913
03310.jpg,192,491,2.0144006060467885,-1.0215947222526394
03311.jpg,192,490,2.0144006060467885,-1.0722643317217913
03312.jpg,192,491,2.0144006060467885,-1.0215947222526394
03313.jpg,191,491,1.9566984154121252,-1.0215947222526394
03314.jpg,191,491,1.9566984154121252,-1.0215947222526394
03315.jpg,190,490,1.8989962247774623,-1.0722643317217913
03316.jpg,190,490,1.8989962247774623,-1.0722643317217913
03317.jpg,190,491,1.8989962247774623,-1.0215947222526394
03318.jpg,191,491,1.9566984154121252,-1.0215947222526394
03319.jpg,190,492,1.8989962247774623,-0.9709251127834876
03320.jpg,189,492,1.8412940341427992,-0.9709251127834876
03321.jpg,190,491,1.8989962247774623,-1.0215947222526394
03322.jpg,189,491,1.8412940341427992,-1.0215947222526394
03323.jpg,188,491,1.7835918435081362,-1.0215947222526394
03324.jpg,189,491,1.8412940341427992,-1.0215947222526394
03325.jpg,189,489,1.8412940341427992,-1.122933941190943
03326.jpg,189,484,1.8412940341427992,-1.3762819885367021
03327.jpg,188,483,1.7835918435081362,-1.4269515980058538
03328.jpg,189,485,1.8412940341427992,-1.3256123790675503
03329.jpg,189,468,1.8412940341427992,-2.1869957400431312
03330.jpg,190,490,1.8989962247774623,-1.0722643317217913
03331.jpg,189,486,1.8412940341427992,-1.2749427695983984
03332.jpg,190,489,1.8989962247774623,-1.122933941190943
03333.jpg,190,469,1.8989962247774623,-2.136326130573979
03334.jpg,189,484,1.8412940341427992,-1.3762819885367021
03335.jpg,190,470,1.8989962247774623,-2.0856565211048275
03336.jpg,190,462,1.8989962247774623,-2.491013396858042
03337.jpg,190,461,1.8989962247774623,-2.541683006327194
03338.jpg,190,461,1.8989962247774623,-2.541683006327194
03339.jpg,190,459,1.8989962247774623,-2.6430222252654976
03340.jpg,191,468,1.9566984154121252,-2.1869957400431312
03341.jpg,190,467,1.8989962247774623,-2.237665349512283
03342.jpg,191,461,1.9566984154121252,-2.541683006327194
03343.jpg,190,457,1.8989962247774623,-2.744361444203801
03344.jpg,191,462,1.9566984154121252,-2.491013396858042
03345.jpg,192,461,2.0144006060467885,-2.541683006327194
03346.jpg,191,461,1.9566984154121252,-2.541683006327194
03347.jpg,191,460,1.9566984154121252,-2.5923526157963455
03348.jpg,192,486,2.0144006060467885,-1.2749427695983984
03349.jpg,191,487,1.9566984154121252,-1.2242731601292467
03350.jpg,192,461,2.0144006060467885,-2.541683006327194
03351.jpg,192,453,2.0144006060467885,-2.9470398820804085
03352.jpg,192,458,2.0144006060467885,-2.6936918347346492
03353.jpg,191,468,1.9566984154121252,-2.1869957400431312
03354.jpg,192,469,2.0144006060467885,-2.136326130573979
03355.jpg,192,487,2.0144006060467885,-1.2242731601292467
03356.jpg,191,484,1.9566984154121252,-1.3762819885367021
03357.jpg,192,490,2.0144006060467885,-1.0722643317217913
03358.jpg,191,468,1.9566984154121252,-2.1869957400431312
03359.jpg,191,485,1.9566984154121252,-1.3256123790675503
03360.jpg,190,489,1.8989962247774623,-1.122933941190943
03361.jpg,190,470,1.8989962247774623,-2.0856565211048275
03362.jpg,191,490,1.9566984154121252,-1.0722643317217913
03363.jpg,191,489,1.9566984154121252,-1.122933941190943
03364.jpg,191,492,1.9566984154121252,-0.9709251127834876
03365.jpg,191,492,1.9566984154121252,-0.9709251127834876
03366.jpg,191,493,1.9566984154121252,-0.9202555033143357
03367.jpg,191,493,1.9566984154121252,-0.9202555033143357
03368.jpg,190,494,1.8989962247774623,-0.8695858938451839
03369.jpg,191,494,1.9566984154121252,-0.8695858938451839
03370.jpg,190,494,1.8989962247774623,-0.8695858938451839
03371.jpg,190,494,1.8989962247774623,-0.8695858938451839
03372.jpg,190,495,1.8989962247774623,-0.8189162843760321
03373.jpg,190,495,1.8989962247774623,-0.8189162843760321
03374.jpg,189,494,1.8412940341427992,-0.8695858938451839
03375.jpg,189,496,1.8412940341427992,-0.7682466749068803
03376.jpg,189,496,1.8412940341427992,-0.7682466749068803
03377.jpg,190,497,1.8989962247774623,-0.7175770654377285
03378.jpg,189,496,1.8412940341427992,-0.7682466749068803
03379.jpg,190,495,1.8989962247774623,-0.8189162843760321
03380.jpg,190,496,1.8989962247774623,-0.7682466749068803
03381.jpg,189,495,1.8412940341427992,-0.8189162843760321
03382.jpg,190,494,1.8989962247774623,-0.8695858938451839
03383.jpg,189,494,1.8412940341427992,-0.8695858938451839
03384.jpg,190,494,1.8989962247774623,-0.8695858938451839
03385.jpg,190,494,1.8989962247774623,-0.8695858938451839
03386.jpg,189,495,1.8412940341427992,-0.8189162843760321
03387.jpg,189,494,1.8412940341427992,-0.8695858938451839
03388.jpg,188,495,1.7835918435081362,-0.8189162843760321
03389.jpg,189,495,1.8412940341427992,-0.8189162843760321
03390.jpg,189,494,1.8412940341427992,-0.8695858938451839
03391.jpg,189,493,1.8412940341427992,-0.9202555033143357
03392.jpg,190,490,1.8989962247774623,-1.0722643317217913
03393.jpg,189,492,1.8412940341427992,-0.9709251127834876
03394.jpg,189,492,1.8412940341427992,-0.9709251127834876
03395.jpg,189,492,1.8412940341427992,-0.9709251127834876
03396.jpg,190,493,1.8989962247774623,-0.9202555033143357
03397.jpg,189,492,1.8412940341427992,-0.9709251127834876
03398.jpg,188,491,1.7835918435081362,-1.0215947222526394
03399.jpg,188,490,1.7835918435081362,-1.0722643317217913
03400.jpg,187,489,1.725889652873473,-1.122933941190943
03401.jpg,188,485,1.7835918435081362,-1.3256123790675503
03402.jpg,187,485,1.725889652873473,-1.3256123790675503
03403.jpg,187,486,1.725889652873473,-1.2749427695983984
03404.jpg,186,485,1.6681874622388102,-1.3256123790675503
03405.jpg,186,485,1.6681874622388102,-1.3256123790675503
03406.jpg,186,486,1.6681874622388102,-1.2749427695983984
03407.jpg,186,485,1.6681874622388102,-1.3256123790675503
03408.jpg,186,486,1.6681874622388102,-1.2749427695983984
03409.jpg,187,486,1.725889652873473,-1.2749427695983984
03410.jpg,186,485,1.6681874622388102,-1.3256123790675503
03411.jpg,189,486,1.8412940341427992,-1.2749427695983984
03412.jpg,187,487,1.725889652873473,-1.2242731601292467
03413.jpg,187,486,1.725889652873473,-1.2749427695983984
03414.jpg,187,489,1.725889652873473,-1.122933941190943
03415.jpg,188,492,1.7835918435081362,-0.9709251127834876
03416.jpg,189,493,1.8412940341427992,-0.9202555033143357
03417.jpg,189,494,1.8412940341427992,-0.8695858938451839
03418.jpg,188,494,1.7835918435081362,-0.8695858938451839
03419.jpg,188,494,1.7835918435081362,-0.8695858938451839
03420.jpg,189,494,1.8412940341427992,-0.8695858938451839
03421.jpg,189,495,1.8412940341427992,-0.8189162843760321
03422.jpg,188,495,1.7835918435081362,-0.8189162843760321
03423.jpg,188,496,1.7835918435081362,-0.7682466749068803
03424.jpg,188,496,1.7835918435081362,-0.7682466749068803
03425.jpg,187,495,1.725889652873473,-0.8189162843760321
03426.jpg,187,495,1.725889652873473,-0.8189162843760321
03427.jpg,188,498,1.7835918435081362,-0.6669074559685767
03428.jpg,188,499,1.7835918435081362,-0.6162378464994248
03429.jpg,188,499,1.7835918435081362,-0.6162378464994248
03430.jpg,188,499,1.7835918435081362,-0.6162378464994248
03431.jpg,188,499,1.7835918435081362,-0.6162378464994248
03432.jpg,189,499,1.8412940341427992,-0.6162378464994248
03433.jpg,189,499,1.8412940341427992,-0.6162378464994248
03434.jpg,189,499,1.8412940341427992,-0.6162378464994248
03435.jpg,189,499,1.8412940341427992,-0.6162378464994248
03436.jpg,189,499,1.8412940341427992,-0.6162378464994248
03437.jpg,189,499,1.8412940341427992,-0.6162378464994248
03438.jpg,188,499,1.7835918435081362,-0.6162378464994248
03439.jpg,189,499,1.8412940341427992,-0.6162378464994248
03440.jpg,190,499,1.8989962247774623,-0.6162378464994248
03441.jpg,189,499,1.8412940341427992,-0.6162378464994248
03442.jpg,189,498,1.8412940341427992,-0.6669074559685767
03443.jpg,190,498,1.8989962247774623,-0.6669074559685767
03444.jpg,189,497,1.8412940341427992,-0.7175770654377285
03445.jpg,189,496,1.8412940341427992,-0.7682466749068803
03446.jpg,189,496,1.8412940341427992,-0.7682466749068803
03447.jpg,189,495,1.8412940341427992,-0.8189162843760321
03448.jpg,189,495,1.8412940341427992,-0.8189162843760321
03449.jpg,189,494,1.8412940341427992,-0.8695858938451839
03450.jpg,189,494,1.8412940341427992,-0.8695858938451839
03451.jpg,189,494,1.8412940341427992,-0.8695858938451839
03452.jpg,190,494,1.8989962247774623,-0.8695858938451839
03453.jpg,190,494,1.8989962247774623,-0.8695858938451839
03454.jpg,191,494,1.9566984154121252,-0.8695858938451839
03455.jpg,191,494,1.9566984154121252,-0.8695858938451839
03456.jpg,192,493,2.0144006060467885,-0.9202555033143357
03457.jpg,191,493,1.9566984154121252,-0.9202555033143357
03458.jpg,192,493,2.0144006060467885,-0.9202555033143357
03459.jpg,192,493,2.0144006060467885,-0.9202555033143357
03460.jpg,192,493,2.0144006060467885,-0.9202555033143357
03461.jpg,193,493,2.072102796681451,-0.9202555033143357
03462.jpg,192,492,2.0144006060467885,-0.9709251127834876
03463.jpg,193,493,2.072102796681451,-0.9202555033143357
03464.jpg,193,493,2.072102796681451,-0.9202555033143357
03465.jpg,193,492,2.072102796681451,-0.9709251127834876
03466.jpg,193,493,2.072102796681451,-0.9202555033143357
03467.jpg,192,492,2.0144006060467885,-0.9709251127834876
03468.jpg,193,491,2.072102796681451,-1.0215947222526394
03469.jpg,193,491,2.072102796681451,-1.0215947222526394
03470.jpg,193,491,2.072102796681451,-1.0215947222526394
03471.jpg,194,492,2.1298049873161142,-0.9709251127834876
